num	cote	titre	commune	latitude	longitude	num_plan	physdesc	dimensions	description1	date	date_standard	echelle	description2	wikidata	merimee	commons	wikipedia	BNF	
648	CP/F/19/7656	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 8	Calque, collé sur papier ; crayon	27 cm x 34,5 cm	Dessins des bas-reliefs trouvés dans le chœur de la cathédrale (Léviathan). Par Jules Dumontet, architecte et sculpteur.	[1850]	1850-01-01 / 1850-12-31	4 cm / 10 m (profil) ; 1 cm / 1 m (élévation)	1 dessin.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
649	CP/F/19/7656	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 9	Calque, collé sur papier ; crayon	27 cm x 33,5 cm	Dessins des bas-reliefs trouvés dans le chœur de la cathédrale (Luxure). Par Jules Dumontet, architecte et sculpteur.	[1850]	1850-01-01 / 1850-12-31	4 cm / 10 m (profil) ; 1 cm / 1 m (élévation)	1 dessin.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
650	CP/F/19/7656	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 10	Calque, collé sur papier ; crayon	27 cm x 34 cm	Dessins des bas-reliefs trouvés dans le chœur de la cathédrale (Enfers). Par Jules Dumontet, architecte et sculpteur.	[1850]	1850-01-01 / 1850-12-31	4 cm / 10 m (profil) ; 1 cm / 1 m (élévation)	1 dessin.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
651	CP/F/19/7656	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 11	Calque, collé sur papier ; crayon	26 cm x 33,5 cm	Dessins des bas-reliefs trouvés dans le chœur de la cathédrale (Baiser de Judas). Par Jules Dumontet, architecte et sculpteur.	[1850]	1850-01-01 / 1850-12-31	4 cm / 10 m (profil) ; 1 cm / 1 m (élévation)	1 dessin.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
652	CP/F/19/7656	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 12	Calque, collé sur papier ; crayon	26,5 cm x 33,5 cm	Dessins des bas-reliefs trouvés dans le chœur de la cathédrale (Portement de croix). Par Jules Dumontet, architecte et sculpteur.	[1850]	1850-01-01 / 1850-12-31	4 cm / 10 m (profil) ; 1 cm / 1 m (élévation)	1 dessin.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
653	CP/F/19/7656	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 13	Calque, collé sur papier ; crayon	26,5 cm x 33,5 cm	Dessins des bas-reliefs trouvés dans le chœur de la cathédrale (Descente de croix). Par Jules Dumontet, architecte et sculpteur.	[1850]	1850-01-01 / 1850-12-31	sans	1 dessin.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
654	CP/F/19/7656	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 14	Calque, collé sur papier ; crayon	27 cm x 34,5 cm	Dessins des bas-reliefs trouvés dans le chœur de la cathédrale (Mise au tombeau). Par Jules Dumontet, architecte et sculpteur.	[1850]	1850-01-01 / 1850-12-31	sans	1 dessin.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
655	CP/F/19/7656	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 15	Calque, collé sur papier ; crayon	26,5 cm x 33,5 cm	Dessins des bas-reliefs trouvés dans le chœur de la cathédrale (Ascension). Par Jules Dumontet, architecte et sculpteur.	[1850]	1850-01-01 / 1850-12-31	sans	1 dessin.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
656	F/19/7657	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan	Calque, collé sur papier ; encre noire, lavis	35 cm x 23,5 cm	Grande nef : réparation des voûtes. Par Antoine Nicolas Bailly, architecte diocésain.	23/04/1852	1852-04-23	sans	1 plan ; signé ; joint au devis estimatif pour la réparation des voûtes.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
657	CP/F/19/7658	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 1	Calque ; encre noire, lavis	40 cm x 26 cm	Dessin joint à un rapport de l'architecte du gouvernement préconisant de replacer des statues anciennes sur le portail de la cathédrale. Par François-Narcisse Pagot, architecte du gouvernement.	18/12/1841	1841-12-18	sans	1 élévation, 1 dessin ; signé ; n° d'enregistrement : 18860.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
658	F/19/7658	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 2	Papier ; encre noire	12,5 cm x 9,5 cm	"Balustrade des grands combles, faux style du 13 s." : avec détail d'un crochet. Par Jules Dumontet, statuaire et membre correspondant du Comité de l'Instruction publique.	[1848]	1848-01-01 / 1848-12-31	2 cm / 1 m	2 élévations, 1 coupe ; joint au "Rapport à Messieurs du Comité spécial pour la conservation et l'entretien des édifices religieux, sur les travaux d'architecture et de sculpture exécutés à la cathédrale de Bourges depuis 1829" ; n° d'enregistrement : 13.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
659	F/19/7658	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 3	Papier ; encre noire	20, 5 cm x 7 cm	"Restauration dite Le bonnet de S[aint-]Guillaume, faux style du XIIIe s." : détails. Par Jules Dumontet, statuaire et membre correspondant du Comité de l'Instruction publique.	[1848]	1848-01-01 / 1848-12-31	1 cm / 1 m	1 élévation, 2 coupes ; joint au "Rapport à Messieurs du Comité spécial pour la conservation et l'entretien des édifices religieux, sur les travaux d'architecture et de sculpture exécutés à la cathédrale de Bourges depuis 1829" ; n° d'enregistrement : 13.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
660	F/19/7658	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 4	Papier ; encre noire	19 cm x 11,5 cm	"Couronnement des g[ran]ds contreforts du Midi, faux style du XIIIe s.". Par Jules Dumontet, statuaire et membre correspondant du Comité de l'Instruction publique."	[1848]	1848-01-01 / 1848-12-31	1 cm / 1 m	"2 élévations ; joint au "Rapport à Messieurs du Comité spécial pour la conservation et l'entretien des édifices religieux, sur les travaux d'architecture et de sculpture exécutés à la cathédrale de Bourges depuis 1829" ; n° d'enregistrement : 13."		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
661	F/19/7658	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 5	Papier ; encre noire	6 cm x 5,5 cm	"Base du trumeau de la g[ran]de porte, faux style du XIIIe s.". Par Jules Dumontet, statuaire et membre correspondant du Comité de l'Instruction publique.	[1848]	1848-01-01 / 1848-12-31	4 cm / 1 m	1 coupe ; joint au "Rapport à Messieurs du Comité spécial pour la conservation et l'entretien des édifices religieux, sur les travaux d'architecture et de sculpture exécutés à la cathédrale de Bourges depuis 1829" ; n° d'enregistrement : 13.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
662	F/19/7658	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 6	Calque, collé sur papier ; encre noire, bleue et rouge, lavis, aquarelle	39 cm x 25,5 cm	Plan de la cathédrale : projet de restauration (avec jardin public de la ville et palais archiépiscopal). Par Antoine Nicolas Bailly, architecte diocésain.	16/03/1853	1853-03-16	4 cm / 1 m	1 plan ; signé ; légende ; joint à "L'état par ordre d'urgence des travaux à faire d'urgence à la cathédrale...".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
663	CP/F/19/7660	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 1	Papier ; crayon	31,5 cm x 20,8 cm	"Cathédrale de Bourges": agrandissement du caveau de la sépulture des archevêques. Par l'architecte de la ville de Bourges.	Sans date	1881-01-01 / 1881-12-31	4 cm / 1 m	Croquis.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
664	CP/F/19/7660	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 2	Papier ; crayon bleu	21,3 cm x 13,3 cm	Croquis pour l'agrandissement du caveau de la sépulture des archevêques. Par l'architecte de la ville de Bourges.	Sans date	1881-01-01 / 1881-12-31	4 cm / 1 m	Croquis.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
665	CP/F/19/7660	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 3	Calque ; encre noire, lavis, crayon	69 cm x 63 cm	"Cathédrale de Bourges. Plan de l'église souterraine et du caveau des archevêques". Par Paul Louis Boeswillwald, architecte diocésain.	1887	1887-01-01 / 1887-12-31	1 cm / 1 m	1 plan ; signé ; légende.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
666	CP/F/19/7660	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 4	Papier ; encre noire, bleue et rouge, lavis, aquarelle ; 1 retombe calque	69 cm x 48 cm	"Cathédrale de Bourges. Projet de construction d'un calorifère". Par Paul Louis Boeswillwald, architecte diocésain.	1893-12-01	1893-12-01 / 1893-12-31	0,5 cm / 1 m	1 plan ; signé ; légende.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
667	CP/F/19/7660	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 5	Calque ; encre noire et rouge, lavis, crayon	96 cm x 64 cm	"Cathédrale de Bourges. Caveau des archevêques à installer dans l'église basse". Par Paul Louis Boeswillwald, architecte diocésain.	1904	1904-01-01 / 1904-12-31	1 cm / 1 m	1 plan, 1 coupe longitudinale, 1 coupe transversale ; signé ; légende.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
668	CP/F/19/7660	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 6	Calque ; encre noire, lavis	40 cm x 35 cm	"Plan de la maison à démolir" : maison des Suisses. Par Paul Louis Boeswillwald, architecte diocésain.	01/02/1803	1903-02-01 / 1903-02-28	1 cm / 1 m	1 plan ; signé.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
669	CP/F/19/7660	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 7	Calque ; encre noire, lavis, aquarelle, crayon	67 cm x 46 cm	"Cathédrale de Bourges. Aménagement de la crypte". Par Paul Louis Boeswillwald, architecte diocésain.	1905	1905-01-01 / 1905-12-31	1 cm / 1 m	1 plan, 1 coupe ; signé ; légende.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
670	CP/F/19/7661	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 1	Calque, collé sur papier ; encre noire et rouge, lavis, aquarelle, crayon	61 cm x 87 cm	Restauration de la cathédrale : état actuel : "projet". Par Antoine Nicolas Bailly, architecte diocésain.	15/07/1869	1869-07-15	1 cm / 1 m	1 plan ; signé ; approbation de l'évêque ; timbre humide pour approbation du directeur des Cultes (13 juin 1870), signé ; au verso : "Plan - projet & état actuel".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
671	CP/F/19/7661	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 2	Calque, collé sur papier ; encre noire et rouge, lavis, aquarelle, crayon	93 cm x 64 cm	Restauration de la cathédrale : "projet". Par Antoine Nicolas Bailly, architecte diocésain.	15/07/1869	1869-07-15	2,5 cm / 1 m	1 élévation, détails, 5 coupes ; approbation de l'évêque ; légende ; au verso : "Projet" ; timbre humide du directeur des Cultes (13 juin 1870), signé.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
672	F/19/7661	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 3	Papier, collé sur papier ; reproduction photomécanique (bleu d'architecte)	16 cm x 11 cm	"Plan de la cathédrale de Bourges". Par Antoine Nicolas Bailly, architecte diocésain.	15/04/1881	1881-04-15	0,1 cm / 1 m	1 plan ; légende ; joint au "Rapport de l'architecte diocésain sur les dépenses à faire en 1881".		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
673	CP/F/19/7662	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 1	Calque entoilé ; encre noire et rouge, lavis, aquarelle, crayon	93 cm x 65 cm	"Cathédrale de Bourges. Plan des combles" (avec dates des travaux portés dans chaque travée). Par Paul Louis Boeswillwald, architecte diocésain.	1892	1892-01-01 / 1892-12-31	0,5 cm / 1 m	1 plan ; signé.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
674	CP/F/19/7662	Bourges : cathédrale Saint-Étienne	Bourges	47.081944444	2.399444444	Plan 2	Calque ; encre noire et rouge, lavis, aquarelle	40,5 cm x 59 cm	"Cathédrale de Bourges. Rampe et pignon séparant les travées 7 et 8 du collatéral inférieur". Par Paul Louis Boeswillwald, architecte diocésain.	1892	1892-01-01 / 1892-12-31	0,5 cm / 1 m	1 coupe, 2 détails ; signé.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096656	https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg/800px-Cathedrale_Saint-Etienne_%28Bourges%29_16-09-2006.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-%C3%89tienne_de_Bourges		
823	CP/F/19/7677	Chartres : cathédrale Notre-Dame	Chartres	48.447222222	1.487777777	Plan 1	Papier ; encres noire et rouge	33 cm x 26,5 cm	"Cathédrale de Chartres. Projet de grille au pourtour du chœur". Par Édouard Baron, architecte départemental de l’Eure-et-Loir."	14/01/1839	1839-01-14	5 cm / 1 m	1 plan, 1 dessin ; signé ; joint au devis ; n° d'enregistrement : 1941.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096993	https://upload.wikimedia.org/wikipedia/commons/1/13/Westfassade_Chartres.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Chartres		
824	CP/F/19/7677	Chartres : cathédrale Notre-Dame	Chartres	48.447222222	1.487777777	Plan 2	Papier ; encre noire et rouge, crayon	32,5 cm x 50 cm	"Cathédrale de Chartres. Esquisse d'une crête à placer sur les faîtages des grands combles". Par Édouard Baron, architecte départemental d’Eure-et-Loir.	10/03/1839	1839-03-10	10 cm / 1 m	1 détail, 1 dessin ; signé ; joint au devis ; n° d'enregistrement : 4264.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096993	https://upload.wikimedia.org/wikipedia/commons/1/13/Westfassade_Chartres.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Chartres		
825	F/19/7678	Chartres : cathédrale Notre-Dame	Chartres	48.447222222	1.487777777	Plan 1	Papier ; encre noire, crayon	34,5 cm x 22 cm	Couverture en cuivre. Par Seyffert, entrepreneur.	[juin 1839]	1839-06-01 / 1839-06-30	10 cm / 1 m	1 plan ; annotations des dimensions pour les plaques de cuivre.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096993	https://upload.wikimedia.org/wikipedia/commons/1/13/Westfassade_Chartres.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Chartres		
826	CP/F/19/7678	Chartres : cathédrale Notre-Dame	Chartres	48.447222222	1.487777777	Plan 2	Papier ; encre noire, crayon	45 cm x 34 cm	"Cathédrale de Chartres. Esquisse du piédestal sur lequel posera l'ange placé au sommet de la couverture de l'abside. Ce piédestal est le même que ceux qui supportent les figures qui ornent les trois arcades du porche d'entrée latérale, côté nord". Par Édouard Baron, architecte départemental d'Eure-et-Loir.	30/10/1839	1839-10-30	16 cm / 1 m	1 élévation ; signé ; timbre humide du Conseil des bâtiments civils ; approbation du chef de la division du culte catholique pour le ministre de la Justice et des Cultes (31 janvier 1840) ; légende ; n° d'enregistrement : 16297, 58.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096993	https://upload.wikimedia.org/wikipedia/commons/1/13/Westfassade_Chartres.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Chartres		
827	CP/F/19/7678	Chartres : cathédrale Notre-Dame	Chartres	48.447222222	1.487777777	Plan 3	Papier ; encre noire et bleue, lavis, crayon	60,7 cm x 46,5 cm	"Cathédrale de Chartres. Détail de l'armature en fer supportant l'ange à placer au-dessus de l'absyde (sic)". Par Édouard Baron, architecte départemental d'Eure-et-Loir.	16/11/1839	1839-11-16	5,4 cm / 1 m	1 détail ; signé ; approbation du préfet ; timbre humide du Conseil des bâtiments civils ; approbation du chef de la division du culte catholique pour le ministre de la Justice et des Cultes (31 janvier 1840) ; n° d'enregistrement : 14284.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096993	https://upload.wikimedia.org/wikipedia/commons/1/13/Westfassade_Chartres.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Chartres		
828	CP/F/19/7679	Chartres : cathédrale Notre-Dame	Chartres	48.447222222	1.487777777	Plan 1	Papier ; encre noire, bleue et rouge, lavis, crayon	59,3 cm x 44,6 cm	"Chartres. Plan général des combles de la cathédrale, sur lequel sont indiquées par des teintes bleues, les toitures où il y a des recouvertures à faire, en ardoises, plomb et zinc". Par Édouard Baron, architecte départemental d"Eure-et-Loir.	07/09/1847	1847-09-07	3,7 cm / 10 m	1 plan ; signé ; légende ; approbation du préfet ; n° d'enregistrement : 17002.		http://www.culture.gouv.fr/public/mistral/merimee_fr?ACTION=CHERCHER&FIELD_1=REF&VALUE_1=PA00096993	https://upload.wikimedia.org/wikipedia/commons/1/13/Westfassade_Chartres.jpg	https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Chartres		
